"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.301118083E0,-1.054272283E-2,-2.633384932E-3,-2.868643999E-3,1.123889849E-2
9.311171083E0,-3.153992406E-3,-2.599871250E-2,-7.358720899E-3,2.720351986E-2
9.321224083E0,2.401127131E-2,-1.628897237E-2,1.494489849E-2,3.263773524E-2
9.331277083E0,1.816947004E-2,-1.904865716E-2,1.623771787E-3,2.637456380E-2
9.341330083E0,-2.432223297E-3,9.218327338E-3,1.270366073E-2,1.588320701E-2
9.351383083E0,-1.419279837E-3,4.289005771E-3,2.288424790E-2,2.332592394E-2
9.361436083E0,-1.821479395E-2,2.085756641E-2,1.614942491E-2,3.205652383E-2
9.371489083E0,3.288298495E-3,2.636208041E-2,1.719958484E-2,3.164803168E-2
9.381542083E0,-6.205922918E-3,6.511404533E-3,3.231989980E-2,3.354829044E-2
9.391595083E0,5.169662687E-3,1.520971340E-2,1.720075428E-2,2.353564832E-2
9.401647083E0,-5.201005247E-3,1.612660250E-2,3.231931508E-2,3.649186061E-2
9.411700083E0,-1.483933797E-2,1.402661154E-2,9.866006970E-3,2.267796014E-2
9.421753083E0,-1.570685807E-2,1.359738023E-2,1.435842276E-2,2.525387977E-2
9.431806083E0,1.739535807E-3,4.960065130E-3,5.975269675E-3,7.958145425E-3
9.441859083E0,5.021870885E-3,1.415464729E-3,2.767954946E-2,2.816700527E-2
9.451912083E0,-1.306531787E-2,-1.054746341E-3,6.574609280E-3,1.466425954E-2
9.461965083E0,-8.746708853E-3,-4.169521574E-3,7.385033369E-4,9.717778198E-3
9.472018083E0,4.931509133E-3,6.038246015E-3,3.584343195E-3,8.580659264E-3
9.482071083E0,8.699731272E-3,-1.871017646E-3,1.271535516E-2,1.551986753E-2
9.492124083E0,3.722541337E-3,2.775645861E-3,1.825383782E-2,1.883518302E-2
9.502177083E0,-1.220472878E-2,8.599609695E-3,1.690663934E-2,2.255533518E-2
9.512230083E0,-1.590182616E-2,1.209178615E-2,9.571307302E-3,2.215150765E-2
9.522283083E0,-5.079216424E-3,1.900111198E-2,1.915080070E-2,2.745166413E-2
9.532336083E0,-1.591794027E-2,1.495454639E-2,1.825266838E-2,2.846364669E-2
9.542389083E0,-9.078287665E-3,2.495197867E-2,1.136757195E-2,2.888318262E-2
9.552442083E0,6.391807274E-3,1.379373704E-2,1.001920402E-2,1.820732905E-2
9.562495083E0,-1.179957155E-2,-7.643864024E-4,1.825266838E-2,2.174796722E-2
9.572548083E0,-2.273420429E-3,1.692281968E-2,2.154582024E-2,2.749131928E-2
9.582601083E0,-8.011878299E-3,1.866440373E-2,3.731108308E-3,2.065118228E-2
9.592654083E0,-8.266823753E-4,3.521293765E-3,8.671420813E-3,9.395554930E-3
9.602707083E0,1.874632542E-4,-4.328063345E-3,2.169492424E-2,2.212322337E-2
9.612760083E0,-7.891951563E-3,8.435750613E-3,1.944900870E-2,2.262097981E-2
9.622813083E0,1.126034621E-3,6.226389315E-3,1.391228020E-2,1.528356694E-2
9.632866083E0,-8.588458301E-3,2.887894129E-3,6.281663775E-3,1.102546363E-2
9.642919083E0,2.930016066E-3,8.983689537E-3,1.736155272E-2,1.976651675E-2
9.652972083E0,-4.206868380E-3,7.529569231E-4,4.785361290E-3,6.415946413E-3
9.663025083E0,-6.253126622E-3,7.153520174E-3,3.141708970E-3,1.000723632E-2
9.673078083E0,4.572652261E-3,-1.101240842E-3,1.646400511E-2,1.712265588E-2
9.683131083E0,-8.248648848E-3,7.366779093E-3,2.260241210E-2,2.516304185E-2
9.693184083E0,-1.643382229E-2,1.136947230E-2,2.050735474E-2,2.863366923E-2
9.703237083E0,3.278764793E-3,6.302512754E-3,1.257326782E-2,1.444157295E-2
9.713290167E0,1.734626202E-3,-2.208073997E-2,4.639180899E-3,2.262940576E-2
9.723342167E0,3.542506196E-3,2.716132170E-3,-6.439538598E-3,7.835456685E-3
9.733395167E0,-9.051324235E-3,-8.213510737E-4,-1.078109622E-2,1.410081997E-2
9.743448167E0,-5.622564656E-4,-9.192307228E-3,1.511212885E-2,1.769720551E-2
9.753501167E0,-1.383030384E-3,7.384567419E-3,1.391520381E-2,1.581383907E-2
9.763554167E0,-9.151225399E-3,-5.061797546E-3,-1.526123285E-4,1.045896798E-2
9.773607167E0,-1.892503737E-3,1.693055810E-2,1.331937253E-2,2.162477868E-2
9.783660167E0,-8.615987609E-3,1.173043736E-2,2.499450803E-2,2.892341326E-2
9.793713167E0,9.134544275E-3,1.371433368E-2,2.918520749E-2,3.351565580E-2
9.803766167E0,2.136007863E-3,-5.812561763E-3,3.517392576E-2,3.571489125E-2
9.813819167E0,-2.967106200E-3,-7.053742921E-3,1.721186399E-2,1.883632848E-2
9.823872167E0,-1.209368421E-2,4.657782353E-3,1.646283567E-2,2.095178018E-2
9.833925167E0,3.273203086E-3,1.817862801E-3,2.484540403E-2,2.512593451E-2
9.843978167E0,7.932443246E-4,1.702512768E-2,5.384700894E-3,1.787398145E-2
9.854031167E0,-4.559356412E-3,-2.597369738E-3,5.087662339E-3,7.308787076E-3
9.864084167E0,2.592267700E-3,5.382599551E-3,4.490661621E-4,5.991150989E-3
9.874137167E0,-2.355281762E-2,1.424668612E-2,3.444594741E-3,2.774109797E-2
9.884190167E0,-1.214399654E-2,8.189281337E-3,4.496508837E-4,1.465411774E-2
9.894243167E0,2.935193764E-3,8.753775191E-3,1.961273074E-2,2.167724959E-2
9.904296167E0,-8.970674914E-3,9.949731790E-3,7.188566923E-3,1.520347544E-2
9.914349167E0,1.213982754E-3,2.776988894E-3,-7.181550264E-3,7.794875601E-3
9.924402167E0,4.309715707E-3,-7.631566599E-3,1.349537373E-3,8.867677788E-3
9.934455167E0,4.570916083E-3,1.088596238E-2,1.841463625E-2,2.187455780E-2
9.944508167E0,6.229565170E-6,1.704317182E-2,1.168039799E-2,2.066159340E-2
9.954561167E0,-1.749871646E-3,-2.282241359E-4,1.991444707E-2,1.999248206E-2
9.964614167E0,-7.878209464E-3,-2.922529746E-3,9.885302782E-3,1.297407321E-2
9.974667167E0,1.089151609E-2,1.516590497E-2,2.455538213E-2,3.084795922E-2
9.984720167E0,-3.406016822E-3,8.268456291E-3,6.595074534E-3,1.111140532E-2
9.994773167E0,2.018390749E-3,5.593501311E-3,1.917068124E-2,2.007177564E-2
1.000482617E1,-7.086829939E-3,1.208875291E-2,1.617632210E-2,2.140174064E-2
1.001487917E1,-2.330518290E-3,6.695719734E-3,4.049196839E-3,8.164555916E-3
1.002493217E1,-5.850456746E-3,1.100458777E-2,9.887641668E-3,1.590893629E-2
1.003498517E1,1.763438471E-2,6.234246511E-3,1.602429450E-2,2.462956288E-2
1.004503817E1,5.305502528E-3,9.037785418E-3,1.572316289E-2,1.889570781E-2
1.005509117E1,-7.950917649E-3,1.059223115E-3,1.721829593E-2,1.899496670E-2
1.006514317E1,2.713080939E-3,-6.506909486E-3,9.583586454E-3,1.189730258E-2
1.007519617E1,-5.470685799E-3,3.950726073E-3,1.961273074E-2,2.074116310E-2
1.008524917E1,-1.040389485E-2,-1.359843090E-4,2.696151137E-3,1.074843015E-2
1.009530217E1,-7.645339533E-3,-6.810215525E-3,5.242613554E-3,1.150283656E-2
1.010535517E1,-3.691181218E-4,-5.603204034E-3,6.889189482E-3,8.887804867E-3
1.011540817E1,-1.015332453E-3,-1.106300510E-2,7.189151645E-3,1.323272018E-2
1.012546117E1,-2.145002240E-3,3.652262259E-3,1.078109622E-2,1.158326767E-2
1.013551417E1,-1.526750376E-2,7.175337598E-3,1.811467409E-2,2.475325349E-2
1.014556717E1,-1.775073174E-2,1.003826229E-2,1.781529665E-2,2.707840434E-2
1.015562017E1,1.966258511E-2,1.603381449E-2,8.683699965E-3,2.681617246E-2
1.016567317E1,-7.357683931E-3,1.537119705E-2,1.212537110E-2,2.091491898E-2
1.017572617E1,1.593905020E-3,3.811863838E-3,2.499684691E-2,2.533600590E-2
1.018577917E1,1.223051934E-3,-3.692799909E-3,1.586583495E-2,1.633576891E-2
1.019583217E1,-2.516108572E-3,1.436400502E-2,7.631785870E-3,1.645902786E-2
1.020588517E1,-8.675183816E-3,1.180718207E-2,2.970385551E-4,1.465457589E-2
1.021593817E1,-4.458687230E-3,9.422998158E-3,1.002680540E-2,1.446408008E-2
1.022599117E1,-5.653080670E-3,-8.569999030E-3,1.137458861E-2,1.532264567E-2
1.023604417E1,-6.632270592E-3,4.809736870E-3,-5.688756108E-3,9.974092842E-3
1.024609717E1,-8.120205963E-3,-5.546467770E-3,1.018117189E-2,1.415476283E-2
1.025615017E1,-9.092575656E-3,6.613785625E-3,1.991269290E-2,2.286771591E-2
1.026620317E1,6.535489465E-3,6.186683066E-3,1.287907720E-2,1.571172490E-2
1.027625617E1,4.599827253E-3,-3.949922081E-3,1.482678473E-2,1.601854677E-2
1.028630917E1,3.426789855E-3,1.033745700E-2,1.356554031E-3,1.097479589E-2
1.029636217E1,-7.392694992E-4,-1.208581103E-2,1.587811410E-2,1.996817105E-2
1.030641517E1,-8.238558975E-3,-1.263135625E-2,9.891734719E-3,1.803528293E-2
1.031646817E1,-3.633590569E-3,8.914792892E-3,1.618158460E-2,1.882870661E-2
1.032652117E1,3.854068001E-3,1.532208044E-3,1.812812269E-2,1.859651402E-2
1.033657417E1,-1.789846073E-2,2.177557927E-3,3.040435195E-2,3.534856818E-2
1.034662717E1,-2.247647427E-3,1.467726046E-2,1.962793350E-2,2.461157588E-2
1.035668017E1,-9.147291662E-3,6.214658339E-3,1.693470597E-2,2.022570615E-2
1.036673317E1,8.451667145E-3,1.957046634E-2,1.813396990E-2,2.798704512E-2
1.037678617E1,-3.034961596E-3,1.778845428E-2,1.349595845E-2,2.253399636E-2
1.038683917E1,-1.584582194E-2,4.287306424E-3,4.065569043E-3,1.691153219E-2
1.039689217E1,-1.537322188E-2,1.028395498E-2,7.724171877E-4,1.851195045E-2
1.040694517E1,-1.115924548E-2,9.463243447E-3,1.469463766E-2,2.073678162E-2
1.041699817E1,1.188371321E-2,4.337007757E-3,-3.414773941E-3,1.310316592E-2
1.042705117E1,4.312370937E-3,-8.934070431E-3,-3.562708497E-3,1.054073287E-2
1.043710417E1,-1.429277349E-3,-1.256237738E-2,-5.957143307E-3,1.397654161E-2
1.044715717E1,-1.222801600E-2,-4.092502780E-3,9.910445809E-3,1.626314516E-2
1.045721017E1,-8.379706421E-3,1.129283722E-2,1.485075831E-2,2.045220464E-2
1.046726317E1,2.627829506E-4,1.056266617E-2,-2.959860563E-3,1.097268181E-2
1.047731517E1,1.435133643E-2,8.053278755E-3,1.320827544E-2,2.110153303E-2
1.048736817E1,-2.494069023E-3,5.540748462E-3,1.021625519E-2,1.188663720E-2
1.049742117E1,-5.352232288E-3,1.018886464E-2,1.384620667E-3,1.159208900E-2
1.050747417E1,7.874758237E-3,1.564605273E-2,7.371000051E-3,1.900374766E-2
1.051752717E1,-3.930310782E-3,5.915847346E-3,8.416482210E-3,1.101280007E-2
1.052758017E1,1.871404082E-3,1.231569797E-2,1.545009792E-2,1.984651343E-2
1.053763317E1,-2.580105320E-3,1.960341174E-2,1.200550318E-2,2.313185686E-2
1.054768617E1,-4.350097183E-3,8.330546413E-3,1.380235255E-2,1.669809225E-2
1.055773917E1,2.525993165E-3,-4.506851099E-3,2.276321054E-3,5.645705079E-3
1.056779217E1,-7.945761936E-3,6.406045016E-3,6.465266347E-3,1.208189614E-2
1.057784517E1,-3.492648689E-3,-4.745746404E-4,7.810125947E-3,8.568657028E-3
1.058789817E1,-7.328457561E-3,-1.615662429E-2,5.566549301E-3,1.859379654E-2
1.059795117E1,-5.686265331E-3,-1.512356747E-2,-5.510416031E-3,1.707104541E-2
1.060800417E1,-2.373320737E-3,-3.067705147E-3,6.166473627E-3,7.284837897E-3
1.061805717E1,-3.152995695E-3,-2.529838052E-2,1.499927759E-2,2.957917793E-2
1.062811017E1,-8.423485165E-4,-1.044325506E-2,1.380118310E-2,1.732754404E-2
1.063816317E1,3.431479904E-3,9.945547376E-3,1.349888206E-2,1.711457810E-2
1.064821617E1,8.355634622E-3,-2.967096493E-4,1.754164696E-2,1.943229386E-2
1.065826917E1,-9.674038998E-3,7.121360488E-3,1.230371118E-2,1.719540969E-2
1.066832217E1,-6.465300322E-4,5.514088813E-3,1.110561669E-2,1.241603393E-2
1.067837517E1,5.700659532E-3,-6.414505206E-3,-1.222068071E-4,8.582443163E-3
1.068842817E1,-3.143093116E-3,1.941726929E-2,6.161211133E-3,2.061237258E-2
1.069848117E1,1.742892389E-3,1.628696239E-2,2.142712176E-2,2.697080578E-2
1.070853367E1,-3.262269535E-3,5.993852858E-3,3.100427628E-2,3.174639857E-2
1.071858667E1,-4.292551217E-3,1.124266081E-2,3.099901378E-2,3.325300398E-2
1.072863967E1,-2.391195087E-2,1.176819758E-2,3.084347785E-2,4.076262987E-2
1.073869267E1,-1.837071390E-3,1.688902460E-2,2.065996706E-2,2.674786388E-2
1.074874567E1,3.314073638E-4,1.727543419E-2,-7.485605478E-3,1.883042078E-2
1.075879867E1,8.570223725E-4,2.272764302E-2,3.438747525E-3,2.300228747E-2
1.076885167E1,1.073627480E-2,3.050318817E-2,-2.551140189E-3,3.243794693E-2
1.077890467E1,1.246285137E-2,1.013011839E-2,5.679985285E-3,1.703538071E-2
1.078895767E1,-1.657078646E-2,-1.441253691E-2,2.832975984E-3,2.214357553E-2
1.079901067E1,-9.170490947E-3,3.447152898E-3,5.073044300E-3,1.103252219E-2
1.080906367E1,-1.562253825E-3,1.484349498E-2,6.943685532E-2,7.102286150E-2
1.081911667E1,-1.426427345E-2,-4.123173254E-3,-5.560117364E-3,1.585512409E-2
1.082916967E1,4.555000979E-4,-1.366463235E-2,-3.010731339E-2,3.306629670E-2
1.083922267E1,-7.983081904E-3,1.407990343E-2,6.264122128E-3,1.735547474E-2
1.084927567E1,-2.402445495E-2,3.456216082E-3,1.319716573E-3,2.430764318E-2
1.085932867E1,5.384789973E-3,-1.966330002E-2,-2.723048329E-3,2.056833301E-2
1.086938167E1,1.913996394E-2,-3.012586003E-3,1.344040990E-2,2.358089295E-2
1.087943467E1,1.834702326E-2,5.586375017E-4,3.408926725E-3,1.866938991E-2
1.088948767E1,1.257385939E-2,-9.905694947E-3,2.654635906E-4,1.600922244E-2
1.089954067E1,1.524419142E-2,2.758743754E-3,1.448472261E-2,2.120856497E-2
1.090959367E1,9.560388312E-3,-8.278378285E-4,2.961030006E-3,1.004261116E-2
1.091964667E1,-1.730815804E-3,-1.743721934E-3,-3.176207542E-3,4.015542788E-3
1.092969967E1,-3.830784206E-3,1.909506029E-2,1.044488132E-2,2.209958780E-2
1.093975267E1,8.591000470E-3,8.368187863E-4,5.954219699E-3,1.048609970E-2
1.094980567E1,-1.119376346E-2,3.289789706E-3,7.749899626E-3,1.400656992E-2
1.095985867E1,-2.395198602E-2,1.590734105E-2,3.857408166E-3,2.901070029E-2
1.096991167E1,-4.345986717E-3,8.076548846E-3,2.810171843E-3,9.592460977E-3
1.097996467E1,-1.380081537E-2,5.108310319E-3,2.511379123E-2,2.910772834E-2
1.099001767E1,-1.761919337E-2,-2.275845967E-5,2.241764009E-2,2.851292830E-2
1.100007067E1,-1.307505942E-2,3.869413231E-3,-2.582715154E-3,1.387803859E-2
1.101012367E1,-7.039950573E-4,-2.119643083E-3,-4.680696130E-3,5.186271503E-3
1.102017667E1,-4.851372015E-3,1.889290195E-4,1.088400722E-2,1.191776479E-2
1.103022967E1,1.116165860E-2,-8.267076714E-3,-4.984751344E-3,1.475719912E-2
1.104028267E1,1.283282937E-2,-1.440811495E-2,4.445638061E-3,1.979997434E-2
1.105033567E1,1.700986782E-2,-3.145518797E-3,1.043084800E-2,2.019981390E-2
1.106038867E1,1.982445477E-2,3.286436694E-3,8.185517192E-3,2.169821109E-2
1.107044167E1,3.101972115E-2,-8.599609695E-3,2.105699301E-2,3.846522249E-2
1.108049467E1,2.512475019E-2,-2.117377287E-2,9.529207349E-3,3.421092694E-2
1.109054767E1,1.325661775E-2,1.869254345E-3,1.027297318E-2,1.687501123E-2
1.110060067E1,6.621076372E-3,1.368791157E-2,3.481783032E-2,3.799314259E-2
1.111065367E1,-1.505868964E-2,8.099800665E-3,2.209019601E-2,2.793470359E-2
1.112070667E1,-2.282275164E-2,2.065390058E-2,1.882803440E-3,3.083839409E-2
1.113075967E1,-3.447226445E-2,1.259382444E-2,-3.359225392E-3,3.685411545E-2
1.114081267E1,-3.050433477E-2,3.234926378E-3,2.657501042E-2,4.058583949E-2
1.115086567E1,-3.398552029E-2,1.030764534E-2,3.345835268E-2,4.879266857E-2
1.116091867E1,-1.521891135E-2,-1.246963506E-2,3.315488219E-2,3.855325245E-2
1.117097167E1,-1.044136157E-2,-1.221341738E-2,2.791402280E-2,3.220841916E-2
1.118102467E1,1.349531548E-2,4.131222311E-3,-2.280414104E-4,1.411532999E-2
1.119107767E1,6.357078011E-3,5.405394556E-3,-1.578748226E-3,8.492536553E-3
1.120113067E1,1.085700496E-2,6.031320719E-3,8.162713051E-4,1.244659331E-2
1.121118367E1,3.870406344E-2,-7.515462823E-3,5.754829645E-3,3.984475840E-2
1.122123667E1,2.604924295E-2,-7.223028950E-3,5.116313696E-4,2.703695567E-2
1.123128967E1,2.645280361E-2,-1.563912744E-2,2.455830574E-3,3.082797803E-2
1.124134267E1,1.606448725E-2,-8.869266836E-3,1.233470142E-2,2.211055187E-2
1.125139567E1,2.108106024E-2,-1.261946996E-2,-1.191487134E-2,2.730615831E-2
1.126144867E1,1.819095856E-2,-1.197084929E-2,-6.975728273E-3,2.286641622E-2
1.127150167E1,-2.310365781E-2,-1.763514759E-2,7.693181634E-3,3.006596878E-2
1.128155467E1,-2.634317289E-2,-4.084791765E-3,-5.181217790E-3,2.715682786E-2
1.129160767E1,-3.461819359E-2,5.013658516E-3,1.547407150E-2,3.824922206E-2
1.130166067E1,-1.489208739E-2,1.022192881E-2,3.946285844E-3,1.848878762E-2
1.131171367E1,-2.525670768E-2,-1.477783257E-3,3.794842958E-3,2.558292320E-2
1.132176667E1,-1.913646361E-2,7.031176323E-3,-1.142545938E-3,2.041928233E-2
1.133181967E1,-1.424176167E-2,7.650935501E-3,2.250593305E-2,2.771067685E-2
1.134187267E1,8.426067875E-3,4.852512907E-3,2.549912274E-2,2.729012206E-2
1.135192567E1,8.063332083E-3,2.066122787E-2,1.756211221E-2,2.829012985E-2
1.136197867E1,1.031447471E-2,7.518258523E-3,1.082319617E-2,1.673481924E-2
1.137203167E1,1.932192998E-2,7.122219298E-3,1.112198889E-2,2.340430778E-2
1.138208467E1,3.220495176E-2,1.695165376E-2,1.531151891E-2,3.948366870E-2
1.139213767E1,1.659568624E-2,8.056503860E-3,1.686921716E-3,1.852484173E-2
1.140219067E1,1.352746489E-2,-3.761915825E-3,9.769527912E-3,1.710520367E-2
1.141224367E1,1.873745281E-2,-1.976642115E-3,1.246450961E-2,2.259122067E-2
1.142229667E1,5.187940375E-3,2.655156674E-3,1.455781281E-2,1.568102344E-2
1.143234967E1,-1.204336390E-2,-7.537216293E-3,1.530216336E-2,2.088081529E-2
1.144240267E1,-7.519598129E-3,-9.554898553E-3,1.230955839E-2,1.730218686E-2
1.145245567E1,-2.769092298E-3,9.642058611E-4,-9.246202111E-3,9.699990648E-3
1.146250867E1,-4.969326572E-2,4.113086807E-3,-1.283931613E-2,5.148967061E-2
1.147256167E1,-2.012809656E-2,1.153626412E-2,-2.509624958E-3,2.333503543E-2
1.148261467E1,-3.240172884E-2,4.128856016E-3,1.383451223E-3,3.269301793E-2
1.149266767E1,-1.548479064E-2,5.742322085E-3,1.650201201E-2,2.334672149E-2
1.150272067E1,-2.996086805E-2,-6.733507365E-3,6.326687336E-3,3.135316106E-2
1.151277367E1,8.972084185E-4,4.680979354E-3,-2.653466463E-3,5.455037574E-3
1.152282667E1,1.043955487E-2,6.691681501E-4,9.171942472E-3,1.391246278E-2
1.153287967E1,1.311714338E-3,4.882753976E-3,-5.944864154E-3,7.804056042E-3
1.154293267E1,1.550164135E-2,1.461539875E-2,3.188486695E-3,2.154245141E-2
1.155298567E1,8.672212813E-3,1.363955327E-2,1.576350868E-2,2.257726499E-2
1.156303867E1,1.263229500E-2,-7.832518956E-3,1.725864172E-2,2.277682911E-2
1.157309167E1,1.387444575E-2,-2.429572921E-3,1.845381260E-2,2.321521632E-2
1.158314467E1,-2.117614830E-3,-6.470099436E-3,2.585054040E-3,7.282100224E-3
1.159319767E1,-4.720863760E-3,4.262364395E-3,-1.905022860E-3,6.639534394E-3
1.160325067E1,-1.599341160E-2,1.498778416E-3,1.261536777E-2,2.042505950E-2
1.161330367E1,-2.037307891E-2,6.884877160E-3,3.783733249E-3,2.183530433E-2
1.162335667E1,-1.371015840E-2,6.116461661E-4,-5.494628549E-3,1.478287852E-2
1.163340967E1,-1.892857225E-2,-5.019907728E-3,3.787241578E-3,1.994576446E-2
1.164346267E1,-2.283954182E-2,-4.982650001E-3,2.040444374E-2,3.102922487E-2
1.165351567E1,-2.380169888E-2,1.294208094E-3,1.861051798E-2,3.024148183E-2
1.166356867E1,1.607377998E-2,-2.137460645E-2,3.792504072E-3,2.701153996E-2
1.167362167E1,-1.383070926E-3,9.511464704E-3,7.386787534E-3,1.212210692E-2
1.168367467E1,-1.338138157E-3,1.132144290E-2,8.136985302E-3,1.400629190E-2
1.169372767E1,-1.860156900E-4,9.001642317E-3,3.497804403E-3,9.659130493E-3
1.170378067E1,1.719240145E-2,4.305725154E-3,2.819702804E-2,3.330450911E-2
1.171383342E1,1.528559244E-3,-1.519883210E-3,1.083489060E-2,1.104723462E-2
1.172388642E1,1.218169166E-3,5.219562734E-3,1.143598437E-2,1.262970743E-2
1.173393942E1,6.903986249E-3,8.629640630E-3,6.613200903E-4,1.107127218E-2
1.174399242E1,8.687951759E-4,4.891287256E-4,-7.121908665E-3,7.191358355E-3
1.175404542E1,7.963332133E-3,-5.590842655E-3,-8.338129520E-4,9.765624624E-3
1.176409842E1,-1.424000750E-2,-1.453182925E-2,2.912498116E-3,2.055321192E-2
1.177415142E1,-1.239875812E-2,-2.329695169E-3,9.801687598E-3,1.597591194E-2
1.178420442E1,-1.895893209E-2,5.438330825E-3,1.010340393E-2,2.216067055E-2
1.179425742E1,-1.261684785E-2,-1.627079118E-4,2.621891499E-3,1.288742172E-2
1.180431042E1,-1.828070418E-2,5.812360765E-3,1.205520451E-2,2.265602875E-2
1.181436342E1,-1.510438700E-2,-1.057825265E-3,1.789481878E-2,2.344111858E-2
1.182441642E1,-7.321885724E-3,1.020444199E-2,1.355560005E-2,1.847958169E-2
1.183446942E1,-1.564366131E-2,9.524474759E-4,1.879412055E-2,2.447141726E-2
1.184452242E1,-1.729217185E-2,2.663224004E-4,1.385614693E-2,2.216039130E-2
1.185457542E1,-5.300126402E-3,1.267335570E-2,1.161081612E-2,1.798655986E-2
1.186462842E1,1.546775605E-2,2.326561427E-3,2.149085641E-2,2.658046792E-2
1.187468142E1,-7.398058270E-4,7.593413517E-3,8.769069314E-3,1.162341680E-2
1.188473442E1,-9.383073781E-4,8.856320735E-3,1.475778759E-2,1.723679588E-2
1.189478742E1,2.217923586E-2,1.114745169E-2,1.505891919E-2,2.903369129E-2
1.190484042E1,2.138882364E-3,-1.816538041E-3,1.535712719E-2,1.561140557E-2
1.191489342E1,-1.977867289E-2,5.610869369E-3,1.056591868E-2,2.311528486E-2
1.192494642E1,-2.427673490E-2,-2.476103967E-3,1.282879114E-3,2.443638122E-2
1.193499942E1,9.253618482E-4,6.131901965E-3,1.011334419E-2,1.186323088E-2
1.194505242E1,-1.639510961E-2,-5.123650124E-3,-1.264752746E-3,1.722355971E-2
1.195510542E1,-1.498489710E-2,-1.534763460E-2,1.175641179E-2,2.446038117E-2
1.196515842E1,1.480039917E-3,-1.441411749E-3,3.523532152E-3,4.084539731E-3
1.197521142E1,7.226684602E-3,-4.997560401E-3,-5.905103087E-3,1.058635078E-2
1.198526442E1,3.575048749E-3,-6.367279803E-3,5.020419359E-3,8.861593321E-3
1.199531742E1,-1.477841272E-2,-1.143477838E-2,1.744458318E-2,2.556304210E-2
1.200537142E1,-1.652334065E-3,-2.076583821E-3,1.429995060E-2,1.454410518E-2
1.201542442E1,1.390358818E-3,-2.122722007E-4,1.280189395E-2,1.287892254E-2
1.202547742E1,9.722777596E-3,1.388523683E-2,-5.610403419E-3,1.785521864E-2
1.203553042E1,2.877772051E-2,1.138450147E-2,2.472202778E-3,3.104635015E-2
1.204558342E1,7.980150302E-3,5.728106042E-3,4.267882705E-3,1.071022037E-2
1.205563642E1,3.017934150E-4,1.245823299E-2,3.068618774E-3,1.283413688E-2
1.206568942E1,-9.382432529E-3,2.161441538E-3,1.159795225E-2,1.507363148E-2
1.207574242E1,-1.172653846E-2,1.803437538E-2,1.416780353E-3,2.155823893E-2
1.208579542E1,-1.171698420E-2,4.775759066E-3,1.683179498E-2,2.105718204E-2
1.209584842E1,-2.790650137E-2,-4.266859442E-3,-3.826417923E-3,2.848895193E-2
1.210590142E1,-1.359539994E-2,5.028642006E-3,3.658018112E-3,1.495002463E-2
1.211595442E1,-1.959061182E-2,-2.761767861E-3,-1.205929756E-2,2.316993938E-2
1.212600742E1,-2.114624413E-3,-8.222710965E-3,1.188972831E-2,1.460993673E-2
1.213606042E1,1.042976992E-2,-7.133082328E-3,9.045057893E-3,1.553943488E-2
1.214611342E1,-5.740928233E-3,-1.603436267E-2,7.247623801E-3,1.850910841E-2
1.215616642E1,-3.351126085E-3,-7.982362993E-3,1.248731375E-2,1.519477442E-2
1.216621942E1,-4.891909665E-4,-1.027149310E-2,-4.726304412E-3,1.131728023E-2
1.217627242E1,5.809460569E-3,-1.313981733E-2,-1.565124214E-2,2.124537625E-2
1.218632542E1,9.372571062E-3,7.793333475E-4,-1.130793035E-2,1.470788012E-2
1.219637842E1,1.007109349E-2,-6.377466749E-3,7.257564068E-3,1.395604681E-2
1.220643142E1,-1.521990263E-3,-8.342259116E-3,9.654922485E-3,1.285018559E-2
1.221648442E1,2.740231378E-3,5.257852860E-3,8.908817768E-3,1.070144470E-2
1.222653742E1,-1.429732735E-3,-9.078076389E-3,9.062599540E-3,1.290683218E-2
1.223659042E1,-1.432944706E-2,5.358242244E-4,1.370470405E-2,1.983529868E-2
1.224664342E1,-1.487496145E-2,1.392120634E-2,2.523190498E-2,3.243013249E-2
1.225669642E1,-3.184583907E-2,5.192327499E-3,6.673427224E-3,3.294923917E-2
1.226674942E1,-2.611317403E-3,1.666672077E-2,8.384907246E-4,1.689087406E-2
1.227680242E1,-1.566365034E-2,9.104635539E-3,1.416195631E-2,2.299576780E-2
1.228685542E1,-1.343292729E-2,-1.451475355E-2,1.595997512E-2,2.541342976E-2
1.229690842E1,-2.020515190E-2,-1.360816103E-2,2.164814651E-2,3.258945316E-2
1.230696142E1,-1.500395536E-2,-6.468445770E-3,-2.301464081E-3,1.650018800E-2
1.231701442E1,-2.128765082E-3,7.335925894E-3,1.743639708E-3,7.835032158E-3
1.232706742E1,1.229355849E-2,1.272718663E-2,1.461920857E-2,2.295286734E-2
1.233712042E1,1.423661795E-2,-6.370605407E-3,9.980612397E-3,1.851697944E-2
1.234717342E1,2.320512928E-3,8.479833137E-3,6.988592148E-3,1.123088467E-2
1.235722642E1,-2.982115100E-3,-1.678629633E-2,1.073256433E-2,2.014598451E-2
1.236727942E1,-1.989618765E-3,-2.169609368E-3,-7.975602150E-3,8.501530291E-3
1.237733242E1,-8.734891653E-3,-8.968395414E-3,-3.332328200E-3,1.295510941E-2
1.238738542E1,-1.804631192E-3,-1.110998383E-3,-1.275920928E-2,1.293400296E-2
