"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.272135625E0,2.871029663E-1,9.538764038E0,2.589165802E0
1.282159625E0,3.050656128E-1,9.470356293E0,2.524350586E0
1.292183625E0,3.390449524E-1,9.499994659E0,2.536026306E0
1.302206625E0,4.071533203E-1,9.507628784E0,2.576891327E0
1.312230625E0,3.960763550E-1,9.485325165E0,2.545157318E0
1.322254625E0,3.186872864E-1,9.456435242E0,2.502645721E0
1.332278625E0,2.782713318E-1,9.482630768E0,2.498454437E0
1.342302625E0,2.667453003E-1,9.439520416E0,2.463127899E0
1.352326625E0,2.561174011E-1,9.417216797E0,2.457888794E0
1.362350625E0,2.288740540E-1,9.431287537E0,2.486778717E0
1.372374625E0,2.674937439E-1,9.457632751E0,2.503992920E0
1.382398625E0,2.778222656E-1,9.451495514E0,2.515069885E0
1.392422625E0,2.665956116E-1,9.457632751E0,2.477198639E0
1.402446625E0,2.270777893E-1,9.467212830E0,2.464475098E0
1.412469625E0,1.920506287E-1,9.503437500E0,2.485730896E0
1.422493625E0,2.061213684E-1,9.540111237E0,2.528990936E0
1.432517625E0,1.980381775E-1,9.558672638E0,2.533032532E0
1.442541625E0,1.627116394E-1,9.532177734E0,2.532733154E0
1.452565625E0,1.525328064E-1,9.524693298E0,2.534978485E0
1.462589625E0,1.582209778E-1,9.482780457E0,2.491269379E0
1.472613625E0,1.763333130E-1,9.439819794E0,2.426005096E0
1.482637625E0,2.128573608E-1,9.454788666E0,2.390229492E0
1.492661625E0,2.627037048E-1,9.497449951E0,2.438279572E0
1.502685625E0,2.737806702E-1,9.533524933E0,2.458337860E0
1.512708625E0,2.389031982E-1,9.533375244E0,2.485132141E0
1.522732625E0,1.713935852E-1,9.473499756E0,2.486629028E0
1.532756625E0,8.232879639E-2,9.459129639E0,2.481689301E0
1.542780625E0,4.640350342E-2,9.476343842E0,2.516566772E0
1.552804625E0,9.205856323E-2,9.467362518E0,2.540217590E0
1.562828625E0,1.796264648E-1,9.472302246E0,2.574945374E0
1.572852625E0,1.941462708E-1,9.483828278E0,2.621797943E0
1.582876625E0,1.252894592E-1,9.520801392E0,2.628983002E0
1.592900625E0,9.235794067E-2,9.491312714E0,2.641407166E0
1.602924625E0,7.993377686E-2,9.440568237E0,2.632425842E0
1.612947625E0,8.427474976E-2,9.379944305E0,2.610571289E0
1.622971625E0,1.155596924E-1,9.366023254E0,2.619402924E0
1.632995625E0,1.257385254E-1,9.370962982E0,2.640359344E0
1.643019625E0,1.688488770E-1,9.384434967E0,2.666704559E0
1.653043625E0,1.936972046E-1,9.428593140E0,2.658920746E0
1.663067625E0,2.077679443E-1,9.423803101E0,2.636317749E0
1.673091625E0,2.266287231E-1,9.420509949E0,2.619552612E0
1.683115625E0,2.454895020E-1,9.392218781E0,2.604883118E0
1.693140250E0,2.642005920E-1,9.394613800E0,2.572400665E0
1.703164250E0,2.369572449E-1,9.445358276E0,2.573747864E0
1.713188250E0,2.546205139E-1,9.478738861E0,2.583926697E0
1.723211250E0,2.610571289E-1,9.503736877E0,2.616409149E0
1.733235250E0,2.305206299E-1,9.476493530E0,2.627785492E0
1.743259250E0,2.010319519E-1,9.453890533E0,2.595003662E0
1.753283250E0,1.889071655E-1,9.410031738E0,2.563718719E0
1.763307250E0,1.609153748E-1,9.402098236E0,2.537822571E0
